Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K1122,Overture - US,4.3E+16,venice plane ticket,Advanced,Unassigned,Unassigned,venice,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.48,2.00,1.39,0.69,25.00,0.08,2.88,0.00,0.00,0.00,1.39,0.00
K1122,Overture - US,4.3E+16,international airline travel,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.48,3.00,1.82,0.61,739.00,0.00,3.54,0.00,0.00,0.00,1.82,0.00
K1122,Overture - US,4.3E+16,air ticket deal,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.48,4.00,2.68,0.67,551.00,0.01,2.91,0.00,0.00,0.00,2.68,0.00
K1122,Overture - US,4.3E+16,airline ticket prices,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.48,316.00,224.49,0.71,108245.00,0.00,2.83,0.00,0.00,0.00,224.49,0.00
K1123,Overture - Global,4.3E+16,travel to lille,Standard,Unassigned,Unassigned,lille,Position 1-2 Target,Unassigned,Paused,0.49,3.00,1.21,0.40,1487.00,0.00,1.59,0.00,0.00,0.00,1.21,0.00
K1123,Overture - Global,4.3E+16,orange flight,Standard,Unassigned,Unassigned,orange,Position 1-2 Target,Unassigned,Paused,0.49,3.00,1.61,0.54,589.00,0.01,2.60,0.00,0.00,0.00,1.61,0.00
K1123,Overture - Global,4.3E+16,airfare low paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.49,4.00,2.15,0.54,388.00,0.01,2.86,0.00,0.00,0.00,2.15,0.00
K1123,Overture - Global,4.3E+16,airfare cheap france paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.49,28.00,17.55,0.63,602.00,0.05,1.42,0.00,0.00,0.00,17.55,0.00
K1122,Overture - US,4.3E+16,air line ticket online,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.49,1.00,0.43,0.43,447.00,0.00,4.29,0.00,0.00,0.00,0.43,0.00
K1122,Overture - US,4.3E+16,cheap air fare paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.49,1.00,0.51,0.51,203.00,0.00,1.77,0.00,0.00,0.00,0.51,0.00
K1122,Overture - US,4.3E+16,budget airfare europe,Advanced,Unassigned,Unassigned,europe,Position 5-10 Bid Strategy,Unassigned,Paused,0.49,3.00,1.46,0.49,163.00,0.02,1.70,0.00,0.00,0.00,1.46,0.00
K1122,Overture - US,4.3E+16,cheap airline paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.49,2.00,3.21,1.61,34.00,0.06,2.71,0.00,0.00,0.00,3.21,0.00
K1122,Overture - US,4.3E+16,airfare low paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.49,5.00,3.51,0.70,67.00,0.07,2.69,0.00,0.00,0.00,3.51,0.00
K1122,Overture - US,4.3E+16,germany air ticket,Advanced,Unassigned,Unassigned,germany,Position 5-10 Bid Strategy,Unassigned,Paused,0.49,15.00,7.56,0.50,185.00,0.08,2.89,0.00,0.00,0.00,7.56,0.00
K1123,Overture - Global,4.3E+16,cheap grenoble flight,Standard,Unassigned,Unassigned,grenoble,Position 1-2 Target,Unassigned,Paused,0.50,2.00,1.03,0.51,78.00,0.03,2.34,0.00,0.00,0.00,1.03,0.00
K1123,Overture - Global,4.3E+16,le man flight,Standard,Unassigned,Unassigned,leman,Position 1-2 Target,Unassigned,Paused,0.50,3.00,1.54,0.51,545.00,0.01,3.38,0.00,0.00,0.00,1.54,0.00
K1123,Overture - Global,4.3E+16,lille flight,Standard,Unassigned,Unassigned,lille,Position 1-2 Target,Unassigned,Paused,0.50,3.00,1.55,0.52,443.00,0.01,1.61,0.00,0.00,0.00,1.55,0.00
K1123,Overture - Global,4.3E+16,paris travel service,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.50,5.00,2.19,0.44,498.00,0.01,1.68,0.00,0.00,0.00,2.19,0.00
K1123,Overture - Global,4.3E+16,airfare cheapest paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.50,11.00,5.46,0.50,277.00,0.04,1.75,0.00,0.00,0.00,5.46,0.00
K1123,Overture - Global,4.3E+16,grenoble flight,Standard,Unassigned,Unassigned,grenoble,Position 1-2 Target,Unassigned,Paused,0.50,14.00,7.20,0.51,485.00,0.03,1.70,0.00,0.00,0.00,7.20,0.00
K1123,Overture - Global,4.3E+16,cheap trip to paris,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.50,39.00,23.26,0.60,606.00,0.06,2.28,0.00,0.00,0.00,23.26,0.00
K1123,Overture - Global,4.3E+16,paris tourism,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.50,255.00,145.10,0.57,15392.00,0.02,1.74,0.00,0.00,0.00,145.10,0.00
K1122,Overture - US,4.3E+16,airline ticket prices online,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.50,1.00,0.41,0.41,1151.00,0.00,3.16,0.00,0.00,0.00,0.41,0.00
K1122,Overture - US,4.3E+16,flight ticket to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.50,2.00,1.08,0.54,65.00,0.03,1.94,0.00,0.00,0.00,1.08,0.00
K1122,Overture - US,4.3E+16,airfare cheapest paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.50,2.00,1.13,0.56,66.00,0.03,1.94,0.00,0.00,0.00,1.13,0.00
K1122,Overture - US,4.3E+16,bargain flight spain,Advanced,Unassigned,Unassigned,spain,Position 5-10 Bid Strategy,Unassigned,Paused,0.50,2.00,1.55,0.78,59.00,0.03,1.78,0.00,0.00,0.00,1.55,0.00
K1122,Overture - US,4.3E+16,cheap air ticket to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.50,7.00,4.20,0.60,97.00,0.07,1.53,0.00,0.00,0.00,4.20,0.00
K1122,Overture - US,4.3E+16,cheapest flight to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.50,10.00,5.49,0.55,187.00,0.05,2.98,0.00,0.00,0.00,5.49,0.00
K1122,Overture - US,4.3E+16,airfare cheap france paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.50,10.00,5.51,0.55,153.00,0.07,1.55,0.00,0.00,0.00,5.51,0.00
K1122,Overture - US,4.3E+16,best fare to europe,Advanced,Unassigned,Unassigned,europe,Position 5-10 Bid Strategy,Unassigned,Paused,0.50,19.00,9.59,0.50,162.00,0.12,2.64,0.00,0.00,0.00,9.59,0.00
K1122,Overture - US,4.3E+16,airplane travel,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.50,18.00,19.47,1.08,3080.00,0.01,3.02,0.00,0.00,0.00,19.47,0.00
K1122,Overture - US,4.3E+16,international air ticket,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.50,37.00,32.94,0.89,1949.00,0.02,3.16,0.00,0.00,0.00,32.94,0.00
K1123,Overture - Global,4.3E+16,bordeaux airfare,Standard,Unassigned,Unassigned,bordeaux,Position 1-2 Target,Unassigned,Paused,0.51,1.00,0.59,0.59,47.00,0.02,2.02,0.00,0.00,0.00,0.59,0.00
K1123,Overture - Global,4.3E+16,ticket to toulouse,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Unassigned,Paused,0.51,3.00,1.61,0.54,94.00,0.03,2.01,0.00,0.00,0.00,1.61,0.00
K1123,Overture - Global,4.3E+16,discount flight nice,Advanced,Unassigned,Unassigned,flight,Position 1-2 Target,Unassigned,Paused,0.51,3.00,1.66,0.55,98.00,0.03,1.75,0.00,0.00,0.00,1.66,0.00
K1123,Overture - Global,4.3E+16,discount flight france,Advanced,Unassigned,Unassigned,flight,Position 1-2 Target,Unassigned,Paused,0.51,5.00,5.28,1.06,388.00,0.01,4.05,0.00,0.00,0.00,5.28,0.00
K1123,Overture - Global,4.3E+16,travel deal to paris france,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.51,9.00,7.85,0.87,177.00,0.05,1.38,0.00,0.00,0.00,7.85,0.00
K1123,Overture - Global,4.3E+16,nantes flight,Standard,Unassigned,Unassigned,nantes,Position 1-2 Target,Unassigned,Paused,0.51,19.00,8.70,0.46,14345.00,0.00,1.22,0.00,0.00,0.00,8.70,0.00
K1123,Overture - Global,4.3E+16,cheap air fare paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.51,16.00,9.28,0.58,3717.00,0.00,2.40,0.00,0.00,0.00,9.28,0.00
K1123,Overture - Global,4.3E+16,dijon flight,Standard,Unassigned,Unassigned,dijon,Position 1-2 Target,Unassigned,Paused,0.51,20.00,10.25,0.51,407.00,0.05,1.70,0.00,0.00,0.00,10.25,0.00
K1123,Overture - Global,4.3E+16,trip to paris france,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.51,37.00,25.61,0.69,550.00,0.07,1.66,0.00,0.00,0.00,25.61,0.00
K1123,Overture - Global,4.3E+16,cheap airfare to france,Advanced,Unassigned,Unassigned,airfare,Position 1-2 Target,Unassigned,Paused,0.51,73.00,40.16,0.55,1223.00,0.06,1.64,0.00,0.00,0.00,40.16,0.00
K1122,Overture - US,4.3E+16,discount flight france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Unassigned,Paused,0.51,1.00,0.51,0.51,96.00,0.01,3.72,0.00,0.00,0.00,0.51,0.00
K1122,Overture - US,4.3E+16,fly to nice,Advanced,Unassigned,Unassigned,nice,Position 2-5 Bid Strategy,Unassigned,Paused,0.51,1.00,0.53,0.53,152.00,0.01,2.03,0.00,0.00,0.00,0.53,0.00
K1122,Overture - US,4.3E+16,airline ticket on line,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,1.00,0.96,0.96,420.00,0.00,3.82,0.00,0.00,0.00,0.96,0.00
K1122,Overture - US,4.3E+16,fly to venice,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,2.00,1.03,0.51,94.00,0.02,1.68,0.00,0.00,0.00,1.03,0.00
K1122,Overture - US,4.3E+16,fly to geneva,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,2.00,1.10,0.55,62.00,0.03,1.50,0.00,0.00,0.00,1.10,0.00
K1122,Overture - US,4.3E+16,fly to lyon,Standard,Unassigned,Unassigned,lyon,Position 2-5 Bid Strategy,Unassigned,Paused,0.51,1.00,1.25,1.25,36.00,0.03,2.14,0.00,0.00,0.00,1.25,0.00
K1122,Overture - US,4.3E+16,nuremberg cheap flight,Advanced,Unassigned,Unassigned,nuremberg,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,1.00,1.26,1.26,22.00,0.05,2.72,0.00,0.00,0.00,1.26,0.00
K1122,Overture - US,4.3E+16,air france schedule,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Unassigned,Paused,0.51,4.00,1.68,0.42,407.00,0.01,1.82,0.00,0.00,0.00,1.68,0.00
K1122,Overture - US,4.3E+16,fly to munich,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,4.00,2.93,0.73,1365.00,0.00,2.07,0.00,0.00,0.00,2.93,0.00
K1122,Overture - US,4.3E+16,berlin cheap ticket,Advanced,Unassigned,Unassigned,berlin,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,6.00,3.09,0.51,154.00,0.04,2.25,0.00,0.00,0.00,3.09,0.00
K1122,Overture - US,4.3E+16,athens fly,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,6.00,3.11,0.52,179.00,0.03,2.20,0.00,0.00,0.00,3.11,0.00
K1122,Overture - US,4.3E+16,air paris travel,Advanced,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.51,7.00,3.82,0.55,438.00,0.02,1.68,0.00,0.00,0.00,3.82,0.00
K1122,Overture - US,4.3E+16,munich cheap ticket,Advanced,Unassigned,Unassigned,munich,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,8.00,4.01,0.50,2320.00,0.00,2.72,0.00,0.00,0.00,4.01,0.00
K1122,Overture - US,4.3E+16,fly to barcelona,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,13.00,7.25,0.56,155.00,0.08,1.61,0.00,0.00,0.00,7.25,0.00
K1122,Overture - US,4.3E+16,discount airfare to rome,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,11.00,8.50,0.77,243.00,0.05,1.49,0.00,0.00,0.00,8.50,0.00
K1122,Overture - US,4.3E+16,airfare milan,Advanced,Unassigned,Unassigned,milan,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.51,12.00,9.09,0.76,11712.00,0.00,2.61,0.00,0.00,0.00,9.09,0.00
K1122,Overture - US,4.3E+16,cheap airfare to madrid,Advanced,Unassigned,Unassigned,madrid,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,34.00,21.39,0.63,31725.00,0.00,1.12,0.00,0.00,0.00,21.39,0.00
K1122,Overture - US,4.3E+16,cheap airfare to rome,Advanced,Unassigned,Unassigned,rome,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.51,24.00,25.52,1.06,800.00,0.03,1.48,0.00,0.00,0.00,25.52,0.00
K1122,Overture - US,4.3E+16,airfare to germany,Advanced,Unassigned,Unassigned,germany,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,111.00,88.36,0.80,1899.00,0.06,1.41,0.00,0.00,0.00,88.36,0.00
K1122,Overture - US,4.3E+16,flight to greece,Standard,Unassigned,Unassigned,greece,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,168.00,117.80,0.70,11984.00,0.01,1.85,0.00,0.00,0.00,117.80,0.00
K1122,Overture - US,4.3E+16,india cheap flight,Standard,Unassigned,Unassigned,india,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,257.00,187.12,0.73,13691.00,0.02,2.49,0.00,0.00,0.00,187.12,0.00
K1123,Overture - Global,4.3E+16,travel to toulouse,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Unassigned,Paused,0.53,2.00,1.05,0.53,324.00,0.01,1.62,0.00,0.00,0.00,1.05,0.00
K1123,Overture - Global,4.3E+16,plane ticket france,Standard,Unassigned,Unassigned,ticket,Position 1-2 Target,Unassigned,Paused,0.53,23.00,13.00,0.57,647.00,0.04,1.88,0.00,0.00,0.00,13.00,0.00
K1122,Overture - US,4.3E+16,air ticket price,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,10.00,4.85,0.49,3988.00,0.00,2.64,0.00,0.00,0.00,4.85,0.00
K1122,Overture - US,4.3E+16,cheapest airfare to london,Advanced,Unassigned,Unassigned,london,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,11.00,9.47,0.86,87.00,0.13,2.11,0.00,0.00,0.00,9.47,0.00
K1122,Overture - US,4.3E+16,athens greece airfare,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,17.00,9.76,0.57,237.00,0.07,2.44,0.00,0.00,0.00,9.76,0.00
K1122,Overture - US,4.3E+16,airline booking,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,15.00,10.43,0.70,3199.00,0.00,3.87,0.00,0.00,0.00,10.43,0.00
K1122,Overture - US,4.3E+16,airfare to frankfurt,Advanced,Unassigned,Unassigned,frankfurt,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,16.00,14.03,0.88,292.00,0.05,1.54,0.00,0.00,0.00,14.03,0.00
K1122,Overture - US,4.3E+16,paris airfare,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.53,52.00,51.21,0.98,7766.00,0.01,1.37,0.00,0.00,0.00,51.21,0.00
K1122,Overture - US,4.3E+16,flight to paris france,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.53,71.00,76.65,1.08,781.00,0.09,2.81,0.00,0.00,0.00,76.65,0.00
K1123,Overture - Global,4.3E+16,lorient flight,Standard,Unassigned,Unassigned,lorient,Position 1-2 Target,Unassigned,Paused,0.54,7.00,3.05,0.44,217.00,0.03,1.83,0.00,0.00,0.00,3.05,0.00
K1123,Overture - Global,4.3E+16,france airline,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,0.54,213.00,126.55,0.59,5228.00,0.04,2.35,0.00,0.00,0.00,126.55,0.00
K1122,Overture - US,4.3E+16,air travel bargain,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.54,3.00,2.35,0.78,848.00,0.00,3.28,0.00,0.00,0.00,2.35,0.00
K1122,Overture - US,4.3E+16,fly prague,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.54,5.00,2.80,0.56,154.00,0.03,2.11,0.00,0.00,0.00,2.80,0.00
K1122,Overture - US,4.3E+16,air travel site,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.54,6.00,9.90,1.65,764.00,0.01,3.54,0.00,0.00,0.00,9.90,0.00
K1122,Overture - US,4.3E+16,airfare cheap discount,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.54,43.00,25.56,0.59,7162.00,0.01,4.13,0.00,0.00,0.00,25.56,0.00
K1123,Overture - Global,4.3E+16,marseille airline ticket,Standard,Unassigned,Unassigned,marseille,Position 1-2 Target,Unassigned,Paused,0.55,1.00,0.58,0.58,669.00,0.00,1.91,0.00,0.00,0.00,0.58,0.00
K1123,Overture - Global,4.3E+16,cheap montpellier flight,Standard,Unassigned,Unassigned,montpellier,Position 1-2 Target,Unassigned,Paused,0.55,3.00,1.67,0.56,108.00,0.03,1.87,0.00,0.00,0.00,1.67,0.00
K1123,Overture - Global,4.3E+16,air france business travel,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,0.55,10.00,6.55,0.66,1025.00,0.01,1.85,0.00,0.00,0.00,6.55,0.00
K1122,Overture - US,4.3E+16,atlanta to frankfurt,Advanced,Unassigned,Unassigned,frankfurt,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,2.00,0.64,0.32,23.00,0.09,1.57,0.00,0.00,0.00,0.64,0.00
K1122,Overture - US,4.3E+16,flight to britain,Advanced,Unassigned,Unassigned,britain,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,2.00,0.81,0.41,105.00,0.02,1.75,0.00,0.00,0.00,0.81,0.00
K1122,Overture - US,4.3E+16,atlanta to rome,Advanced,Unassigned,Unassigned,rome,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.55,2.00,1.00,0.50,415.00,0.00,7.06,0.00,0.00,0.00,1.00,0.00
K1122,Overture - US,4.3E+16,chicago to rome,Advanced,Unassigned,Unassigned,chicago,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,3.00,1.49,0.50,181.00,0.02,2.86,0.00,0.00,0.00,1.49,0.00
K1122,Overture - US,4.3E+16,flight italy naples,Advanced,Unassigned,Unassigned,flight,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,17.00,10.49,0.62,320.00,0.05,2.15,0.00,0.00,0.00,10.49,0.00
K1122,Overture - US,4.3E+16,discounted international airfare,Standard,Unassigned,Unassigned,discountgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,11.00,13.46,1.22,383.00,0.03,2.22,0.00,0.00,0.00,13.46,0.00
K1122,Overture - US,4.3E+16,air flight ticket,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,23.00,19.90,0.87,2574.00,0.01,3.40,0.00,0.00,0.00,19.90,0.00
K1122,Overture - US,4.3E+16,hanover cheap flight,Advanced,Unassigned,Unassigned,hanover,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,2.00,1.08,0.54,44.00,0.05,1.73,0.00,0.00,0.00,1.08,0.00
K1122,Overture - US,4.3E+16,flight to valencia spain,Advanced,Unassigned,Unassigned,flight,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,2.00,1.13,0.56,90.00,0.02,1.74,0.00,0.00,0.00,1.13,0.00
K1122,Overture - US,4.3E+16,chicago to london,Advanced,Unassigned,Unassigned,london,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,5.00,2.88,0.58,161.00,0.03,3.56,0.00,0.00,0.00,2.88,0.00
K1122,Overture - US,4.3E+16,airfare cheap rate,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,3.00,2.97,0.99,462.00,0.01,2.61,0.00,0.00,0.00,2.97,0.00
K1122,Overture - US,4.3E+16,airplane france ticket,Standard,Unassigned,Unassigned,france,Position 1-4 Bid Strategy,Unassigned,Paused,0.56,6.00,3.09,0.51,88.00,0.07,2.82,0.00,0.00,0.00,3.09,0.00
K1122,Overture - US,4.3E+16,air fare cheap,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,9.00,6.49,0.72,1974.00,0.00,2.28,0.00,0.00,0.00,6.49,0.00
K1122,Overture - US,4.3E+16,discount paris airfare,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.56,13.00,10.64,0.82,581.00,0.02,3.22,0.00,0.00,0.00,10.64,0.00
K1123,Overture - Global,4.3E+16,paris travel information,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.58,2.00,1.55,0.78,2661.00,0.00,1.27,0.00,0.00,0.00,1.55,0.00
K1123,Overture - Global,4.3E+16,cheap nice airfare,Advanced,Unassigned,Unassigned,nice,Position 1-2 Target,Unassigned,Paused,0.58,6.00,2.61,0.44,14936.00,0.00,2.54,0.00,0.00,0.00,2.61,0.00
K1123,Overture - Global,4.3E+16,ajaccio flight,Standard,Unassigned,Unassigned,ajaccio,Position 1-2 Target,Unassigned,Paused,0.58,8.00,2.89,0.36,616.00,0.01,2.03,0.00,0.00,0.00,2.89,0.00
K1123,Overture - Global,4.3E+16,cheap flight to marseille,Standard,Unassigned,Unassigned,marseille,Position 1-2 Target,Unassigned,Paused,0.58,7.00,4.24,0.61,1067.00,0.01,2.10,0.00,0.00,0.00,4.24,0.00
K1123,Overture - Global,4.3E+16,cheap flight to lyon,Advanced,Unassigned,Unassigned,lyon,Position 1-2 Target,Unassigned,Paused,0.58,9.00,5.70,0.63,478.00,0.02,2.09,0.00,0.00,0.00,5.70,0.00
K1123,Overture - Global,4.3E+16,flight to perpignan,Standard,Unassigned,Unassigned,perpignan,Position 1-2 Target,Unassigned,Paused,0.58,11.00,6.19,0.56,482.00,0.02,1.60,0.00,0.00,0.00,6.19,0.00
K1123,Overture - Global,4.3E+16,paris airfare deal,Advanced,Unassigned,Unassigned,airfare,Position 1-2 Target,Unassigned,Paused,0.58,11.00,8.94,0.81,8617.00,0.00,2.66,0.00,0.00,0.00,8.94,0.00
K1123,Overture - Global,4.3E+16,flight to nimes,Standard,Unassigned,Unassigned,nimes,Position 1-2 Target,Unassigned,Paused,0.58,16.00,10.08,0.63,548.00,0.03,1.65,0.00,0.00,0.00,10.08,0.00
K1122,Overture - US,4.3E+16,air travel reservation,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,1.00,0.41,0.41,944.00,0.00,3.24,0.00,0.00,0.00,0.41,0.00
K1122,Overture - US,4.3E+16,air france business travel,Standard,Unassigned,Unassigned,airfrance,Position 2-5 Bid Strategy,Unassigned,Paused,0.58,1.00,0.68,0.68,301.00,0.00,2.24,0.00,0.00,0.00,0.68,0.00
K1122,Overture - US,4.3E+16,atlanta to london,Advanced,Unassigned,Unassigned,london,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,2.00,1.56,0.78,37.00,0.05,2.37,0.00,0.00,0.00,1.56,0.00
K1122,Overture - US,4.3E+16,cheap paris plane ticket,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.58,2.00,1.95,0.98,64.00,0.03,2.60,0.00,0.00,0.00,1.95,0.00
K1122,Overture - US,4.3E+16,munich ticket,Advanced,Unassigned,Unassigned,munich,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,4.00,2.51,0.63,2577.00,0.00,2.85,0.00,0.00,0.00,2.51,0.00
K1122,Overture - US,4.3E+16,new york to london,Advanced,Unassigned,Unassigned,newyork,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,6.00,3.25,0.54,322.00,0.02,3.40,0.00,0.00,0.00,3.25,0.00
K1122,Overture - US,4.3E+16,air line travel,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,3.00,3.39,1.13,1348.00,0.00,3.33,0.00,0.00,0.00,3.39,0.00
K1122,Overture - US,4.3E+16,london air fare,Advanced,Unassigned,Unassigned,airfare,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,2.00,3.83,1.91,88.00,0.02,2.10,0.00,0.00,0.00,3.83,0.00
K1122,Overture - US,4.3E+16,athens ticket,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,4.00,3.85,0.96,226.00,0.02,2.86,0.00,0.00,0.00,3.85,0.00
